ID,SMILES,pred_value,QED
165,CCC1C(=O)C2(C)C3OC4C(O)C(=O)C5(O)C(C(OC)C5(CC)OC(S)C(O)C(=O)C(C)C12O)C4(N)CC3C,0.592,0.23169292428779542
166,COC1C(=O)C(N)C(=O)C(C)C(S)OC2(C3(N)CC(C)C3(C)O)OC(C=O)CC2(CCCl)C1=O,0.585,0.16394719387990397
167,CCC(C(=O)S)C(=O)CC1(O)C(N)C2OC(C(C)C(C)OC(CC=O)C(CCCl)CC2C)C1(C=O)OC,0.578,0.14899840444099205
168,CCC1C(=O)C(C)C2CCC(OC)CCC3(OC(S)C(OC)C1=O)C(C)C(=O)C3(CCCl)C(C)O2,0.572,0.32476705811234824
169,CCC1COC2C(=O)CC(=O)C(OC)C(S)OC1(CC)C(C=O)(CC)CC(C)C2=O,0.533,0.3970939741906202
170,CCC1CC(CCCl)C2OC3(C(CCCl)C4C(C)C(C)OC1C43)C(O)(C(N)C(=O)C(N)C(=O)C(N)C(=O)S)C2N,0.532,0.1062488256614975
171,CC1C(=O)C(C)C(O)(S)C23OC4C(N)CC(CCCl)C(=O)C2(CCCl)C(C)(O)CC(=O)C(CC3CCCl)OC1C4N,0.501,0.16381216521308223
172,CCC1C(=O)OC(C(=O)C2(O)C3CC2(O)C(N)CC(O)C(C)O3)C(=O)C(O)C1=O,0.619,0.22927945837168298
173,CCC1CC(C)C2(C)C(O)(CC(=O)C(OC)C(=O)S)C(O)C3OC1C2(CC)CC(N)C(=O)C(C)CC3N,0.573,0.2363700050653562
174,CCC1OC2(C3OC(C(CC)C(=O)C(OC)C(=O)C(C)C(=O)S)C(C)C(=O)C(C)CC3C)C(=O)C(CC)C2C1N,0.593,0.27841718934238113
175,CCC1C(=O)C(CCCl)C(=O)CC2OC(C)C(C)C(=O)C2(OC)C1(O)S,0.558,0.32002050730336606
176,COC(CC(CCCl)C1OC(C)C(C)C2C(CCCl)CC12C)C(=O)CC(=O)C1OC(C(O)C(=O)S)C(OC)C1=O,0.512,0.16056944751118396
177,CCC12OC(S)C(C)C(=O)C(CCCl)C(=O)C3OC(C(CCCl)CC1N)C2(C)C3=O,0.548,0.35708757755778636
178,CCC(C(C)C=O)C1(O)C(OC)CC(O)C(=O)CC(S)OC(C2(N)C(=O)C(CC)C2(O)CC=O)C1OC,0.538,0.17717070524009607
179,CCC(=O)CC1OC2CC3OC(C2)(C1CC)C1(O)C(CCCl)C(=O)C(CCCl)C(=O)C(C(=O)S)OC(C3C)C1CCCl,0.524,0.18722658440890202
180,CCC1OC(C(C)C(=O)C(C)C(=O)S)C(C)CC(C)C2OC3(CC(=O)C2C)C(C)C(=O)C3(C)CC1N,0.567,0.41626294423762283
181,CCC1OC(C(CCCl)C2OC(S)C(OC)C(=O)C2O)CC(=O)C2(OC)C(=O)C(N)C(=O)CC2(O)C1C,0.538,0.17950688215416663
182,CCC1C(=O)C(O)C2OC(C)C(CC)C3(OC(C=O)C(=O)C23CCCl)C(O)(S)C(CC)C1=O,0.512,0.16319625898221224
183,CCC1C(OC)CC(CC)C23OC(C(OC)C(=O)S)C(CCCl)C(=O)C(OC)C4OC(C(C)CC2(C)C(=O)C4OC)C13O,0.601,0.2696502740964531
184,COC1C23OC(C(N)c4c(C)c(O)c(C)c(O)c4O)C(C)C(=O)C2(OC)C1(O)C(C)(C(=O)S)C(=O)C(CCCl)C(=O)C3N,0.572,0.06871284085876556
185,CCC1CC(O)C23CC(OC45C(=O)C(CCCl)C(O2)C(OC4C(CC)C5CC)C1=O)C(C)C3(O)C(C)C(=O)S,0.503,0.30750217651374645
186,CCC1CC(N)CC2(N)CC(OC)C(=O)C(CCCl)C2(C)OC(S)C(C)C(=O)C(CC)CCC1=O,0.572,0.3644326350626863
187,CCC1OC(C2OC(S)C(OC)C(=O)CC(=O)C(N)C2=O)C2(OC)CC(CCCl)CC(O)CCC2(O)C1O,0.623,0.1610281846622916
188,CCC1C(=O)C2OC3CCC4(CCCl)CC(C)C4(CC)OC1CC(=O)C3OC2CC(=O)C(OC)C(=O)S,0.521,0.26039743169278246
189,CCC(=O)OC1C(N)C2OC3C(OC)C(=O)C(O)C(=O)C(C)C(S)OC4(C(C)COC14)C3C(=O)C2CCCl,0.597,0.1752668784289166
190,CCc1c(O)c(C)c(O)c(C2OC3C(=O)CC4(O)C(N)C(=O)C(C(=O)C(OC)C(=O)S)OC3C24OC)c1CC,0.524,0.20495473347641419
191,COC(C(=O)S)C1OC(C(=O)C(O)C2(O)C3(C)OC4(C(CCCl)CC42C)C3C)C2OC(CC1N)C(=O)C2C,0.527,0.23615275432872176
192,CCC1C(=O)C(C)C(=O)CC(=O)C(O)C2OC3C(O)(CC)C4(CC)CC5OC3(C(N)C4(O)C2(N)C5=O)C1(O)S,0.532,0.11045846401994464
193,CCC1C(=O)C(CCCl)C(=O)C(N)C(=O)C(N)C2OC3(CC(CCCl)CC2C)C(OC1S)C(CCCl)CCC3(O)CC,0.564,0.17054774518768812
194,CCC12C3OC4(C(=O)C(CC3C)OC(S)C(CCCl)C(=O)C(O)C(=O)C(N)C(=O)C(CCCl)C41O)C2(C)O,0.585,0.16726517396464022
195,CCC1C2OC(S)C(C)C(=O)C(OC)C(=O)CC(=O)OC1(C)C2(N)C=O,0.55,0.3016650473266516
196,COC1(C(=O)C(C)C(=O)CC(=O)CC2OC(S)C(N)C(=O)C(CCCl)C(=O)C2CCCl)CC(C)C1(C)O,0.588,0.17814830066122345
197,CCC1C(=O)C2OC(S)C(C)C(=O)C(OC)CC(N)(C1=O)C2(O)CC,0.51,0.48016099723060773
198,CCC12OC(S)C(OC)C(=O)C3OC4C(CCCl)C(=O)C1(OC)CC(C)C(OC42)C(C)C3=O,0.617,0.3447079763980277
199,CCC(=O)CC1(O)CC2OC(C3OC(S)C(OC)C3=O)C(C)CC(CC)C(=O)C21C,0.609,0.6080766221481225
200,CCC1CC2(N)C(CC)C(C)CC(N)C2OC(C(CCCl)C(=O)S)CC(=O)C(C)C(=O)C(CC)CC(C)C1=O,0.556,0.22289814794733115
